,address_x,asking_price,price_m2,days_online,service_fees_pm,vve_contribution,new_build,build_year,property_m2,property_m3,floors,apartment_level,garden,balcony,storage_type,parking,vve_kvk,vve_am,vve_per_contr,vve_reserve_fund,vve_maintenance,vve_insurance,num_bathrooms,num_toilets,rooms,bedrooms,pt_portiekwoning,pt_corridorflat,pt_villa,pt_hoekwoning,pt_herenhuis,pt_waterwoning,pt_tussenwoning,pt_benedenwoning,pt_bovenwoning,pt_2-onder-1-kapwoning,pt_eengezinswoning,pt_landhuis,pt_penthouse,pt_drive-in_woning,pt_bungalow,rf_zadeldak,rf_plat dak,rf_lessenaardak,rf_mansarde,rf_samengesteld,rf_tentdak,rf_dwarskap,rf_schilddak,rt_bitumin,rt_pannen,rt_kunststof,rt_leisteen,rt_metaal,rt_asbest,rt_riet,xf_attic,xf_cellar,en_B,en_C,en_D,en_E,en_F,en_G,ga_oost,ga_west,ga_zuid,ne_aalsmeerwegbuurt_oost,ne_aalsmeerwegbuurt_west,ne_alexanderplein_eo,ne_amstelkwartier_noord,ne_amstelveldbuurt,ne_amsterdamse_poort,ne_andreasterrein,ne_anjeliersbuurt_noord,ne_anjeliersbuurt_zuid,ne_architectenbuurt,ne_balboaplein_eo,ne_banne_noordoost,ne_banne_noordwest,ne_banne_zuidoost,ne_banne_zuidwest,ne_banpleinbuurt,ne_bedrijvengebied_cruquiusweg,ne_bedrijvengebied_veelaan,ne_bedrijvengebied_zeeburgerkade,ne_bedrijvenpark_lutkemeer,ne_bedrijventerrein_hamerstraat,ne_bedrijventerrein_landlust,ne_beethovenbuurt,ne_begijnhofbuurt,ne_belgiã«plein_eo,ne_bellamybuurt_noord,ne_bellamybuurt_zuid,ne_bertelmanpleinbuurt,ne_betondorp,ne_bg-terrein_eo,ne_bijlmermuseum_noord,ne_bijlmermuseum_zuid,ne_bijlmerpark_oost,ne_blauwe_zand,ne_bloemenbuurt_noord,ne_bloemenbuurt_zuid,ne_bloemgrachtbuurt,ne_borgerbuurt,ne_borneo,ne_bosleeuw,ne_buiksloterbreek,ne_buiksloterdijk_oost,ne_buiksloterdijk_west,ne_buiksloterham,ne_buikslotermeer_noord,ne_buikslotermeerplein,ne_buitenveldert_midden_zuid,ne_buitenveldert_oost_midden,ne_buitenveldert_west_midden,ne_buitenveldert_zuidoost,ne_buitenveldert_zuidwest,ne_burgemeester_tellegenbuurt_oost,ne_burgemeester_tellegenbuurt_west,ne_burgwallen_oost,ne_buurt_10,ne_buurt_2,ne_buurt_3,ne_buurt_4_oost,ne_buurt_5_noord,ne_buurt_5_zuid,ne_buurt_7,ne_buurt_8,ne_buurt_9,ne_buyskade_eo,ne_calandlaan/lelylaan,ne_centrumeiland,ne_circus/kermisbuurt,ne_columbusplein_eo,ne_concertgebouwbuurt,ne_cornelis_schuytbuurt,ne_cornelis_troostbuurt,ne_cremerbuurt_oost,ne_cremerbuurt_west,ne_czaar_peterbuurt,ne_da_costabuurt_noord,ne_da_costabuurt_zuid,ne_dapperbuurt_noord,ne_dapperbuurt_zuid,ne_de_aker_oost,ne_de_aker_west,ne_de_bongerd,ne_de_kleine_wereld,ne_de_klenckebuurt,ne_de_omval,ne_de_punt,ne_de_wester_quartier,ne_de_wetbuurt,ne_de_wittenbuurt_noord,ne_delflandpleinbuurt_oost,ne_delflandpleinbuurt_west,ne_den_texbuurt,ne_diamantbuurt,ne_diepenbrockbuurt,ne_don_bosco,ne_dorp_driemond,ne_dorp_sloten,ne_driehoekbuurt,ne_duivelseiland,ne_durgerdam,ne_e-buurt,ne_ecowijk,ne_eendrachtspark,ne_elandsgrachtbuurt,ne_elzenhagen_noord,ne_emanuel_van_meterenbuurt,ne_entrepot-noordwest,ne_erasmusparkbuurt_oost,ne_erasmusparkbuurt_west,ne_f-buurt,ne_fannius_scholtenbuurt,ne_felix_meritisbuurt,ne_filips_van_almondekwartier,ne_frans_halsbuurt,ne_frederik_hendrikbuurt_noord,ne_frederik_hendrikbuurt_zuidoost,ne_frederik_hendrikbuurt_zuidwest,ne_frederikspleinbuurt,ne_g-buurt_oost,ne_g-buurt_west,ne_gaasperdam_noord,ne_gaasperdam_zuid,ne_gein_noordoost,ne_gein_noordwest,ne_gein_zuidwest,ne_gein_zuioost,ne_gelderlandpleinbuurt,ne_gerard_doubuurt,ne_geuzenhofbuurt,ne_gibraltarbuurt,ne_gouden_bocht,ne_groenmarktkadebuurt,ne_grunder/koningshoef,ne_haarlemmerbuurt_oost,ne_haarlemmerbuurt_west,ne_haveneiland_noord,ne_haveneiland_noordoost,ne_haveneiland_noordwest,ne_haveneiland_oost,ne_haveneiland_zuidwest/rieteiland_west,ne_helmersbuurt_oost,ne_hemelrijk,ne_hemonybuurt,ne_hercules_seghersbuurt,ne_het_funen,ne_hiltonbuurt,ne_holendrecht_oost,ne_hondecoeterbuurt,ne_hoptille,ne_houthavens_oost,ne_houthavens_west,ne_ijplein_eo,ne_ijselbuurt_oost,ne_ijselbuurt_west,ne_jacob_geelbuurt,ne_jacques_veldmanbuurt,ne_jan_maijenbuurt,ne_java-eiland,ne_johannnes_vermeerbuurt,ne_john_franklinbuurt,ne_julianapark,ne_k-buurt_zuidoost,ne_k-buurt_zuidwest,ne_kadijken,ne_kadoelen,ne_kalverdriehoek,ne_kantershof,ne_kattenburg,ne_kazernebuurt,ne_kelbergen,ne_knsm-eiland,ne_kolenkitbuurt_noord,ne_kolenkitbuurt_zuid,ne_koningin_wilhelminaplein,ne_kop_zeedijk,ne_kop_zuidas,ne_kortenaerkwartier,ne_kortvoort,ne_kromme_mijdrechtbuurt,ne_l-buurt,ne_laan_van_spartaan,ne_landlust_noord,ne_landlust_zuid,ne_langestraat_eo,ne_lastage,ne_legmeerpleinbuurt,ne_leidsebuurt_noordoost,ne_leidsebuurt_noordwest,ne_leidsebuurt_zuidoost,ne_leidsegracht_noord,ne_leidsegracht_zuid,ne_leliegracht_eo,ne_linnaeusparkbuurt,ne_lizzy_ansinghbuurt,ne_loenermark,ne_lootsbuurt,ne_louis_crispijnbuurt,ne_marathonbuurt_oost,ne_marathonbuurt_west,ne_marcanti,ne_marjoleinterrein,ne_markengouw_midden,ne_markengouw_noord,ne_markengouw_zuid,ne_marnixbuurt_midden,ne_marnixbuurt_noord,ne_marnixbuurt_zuid,ne_meer_en_oever,ne_middelveldsche_akerpolder,ne_middenmeer_noord,ne_middenmeer_zuid,ne_minervabuurt_midden,ne_minervabuurt_noord,ne_minervabuurt_zuid,ne_molenwijk,ne_ndsm_terrein,ne_nes_eo,ne_nieuw_sloten_noordoost,ne_nieuw_sloten_noordwest,ne_nieuw_sloten_zuidoost,ne_nieuw_sloten_zuidwest,ne_nieuwe_kerk_eo,ne_nieuwendammmerdijk_west,ne_nieuwendijk_noord,ne_nieuwmarkt,ne_noorder_ijplas,ne_noordoever_sloterplas,ne_noordoostkwadrant_indische_buurt,ne_noordwestkwadrant_indische_buurt_noord,ne_noordwestkwadrant_indische_buurt_zuid,ne_olympisch_stadion_eo,ne_oostelijke_handelskade,ne_oostenburg,ne_oosterdokseiland,ne_oosterparkbuurt_noordwest,ne_oosterparkbuurt_zuidoost,ne_oosterparkbuurt_zuidwest,ne_oostoever_sloterplas,ne_oostpoort,ne_oostzanerdijk,ne_orteliusbuurt_midden,ne_orteliusbuurt_noord,ne_orteliusbuurt_zuid,ne_osdorp_midden_zuid,ne_osdorp_zuidoost,ne_osdorper_bovenpolder,ne_osdorpplein_eo,ne_oude_kerk_eo,ne_overhoeks,ne_overtoomse_veld_noord,ne_overtoomse_veld_zuid,ne_papaverweg_eo,ne_paramariboplein_eo,ne_park_de_meer,ne_park_haagseweg,ne_passeerdersgrachtbuurt,ne_pc_hooftbuurt,ne_petroleumhaven,ne_pieter_van_der_doesbuurt,ne_plan_van_gool,ne_plantage,ne_postjeskade_eo,ne_prinses_irenebuurt,ne_ransdorp,ne_rapenburg,ne_rechte_h-buurt,ne_reguliersbuurt,ne_reigersbos_midden,ne_reigersbos_noord,ne_reigersbos_zuid,ne_rembrandtpark_zuid,ne_rembrandtpleinbuurt,ne_ri_oost_terrein,ne_rieteiland_oost,ne_rietlanden,ne_rijnbuurt_midden,ne_rijnbuurt_oost,ne_rijnbuurt_west,ne_robert_scottbuurt_oost,ne_robert_scottbuurt_west,ne_sarphatiparkbuurt,ne_sarphatistrook,ne_scheepvaarthuisbuurt,ne_scheldebuurt_midden,ne_scheldebuurt_oost,ne_scheldebuurt_west,ne_schellingwoude_oost,ne_schinkelbuurt_noord,ne_schinkelbuurt_zuid,ne_schipluidenbuurt,ne_science_park_noord,ne_sloterdijk_iii_west,ne_slotermeer_zuid,ne_sloterweg_eo,ne_spaarndammerbuurt_midden,ne_spaarndammerbuurt_noordoost,ne_spaarndammerbuurt_noordwest,ne_spaarndammerbuurt_zuidoost,ne_spaarndammerbuurt_zuidwest,ne_spiegelbuurt,ne_sporenburg,ne_sportpark_middenmeer_zuid,ne_spuistraat_noord,ne_spuistraat_zuid,ne_staalmanbuurt,ne_staatsliedenbuurt_noordoost,ne_steigereiland_noord,ne_steigereiland_zuid,ne_surinamepleinbuurt,ne_swammerdambuurt,ne_terrasdorp,ne_transvaalbuurt_oost,ne_transvaalbuurt_west,ne_trompbuurt,ne_tuindorp_frankendael,ne_tuindorp_nieuwendam_oost,ne_tuindorp_nieuwendam_west,ne_tuindorp_oostzaan_oost,ne_tuindorp_oostzaan_west,ne_twiske_oost,ne_twiske_west,ne_uilenburg,ne_utrechtsebuurt_zuid,ne_valeriusbuurt_oost,ne_valeriusbuurt_west,ne_valkenburg,ne_van_brakelkwartier,ne_van_der_helstpleinbuurt,ne_van_der_pekbuurt,ne_van_loonbuurt,ne_van_tuyllbuurt,ne_velserpolder_west,ne_veluwebuurt,ne_venserpolder_oost,ne_vivaldi,ne_vliegenbos,ne_vogelbuurt_noord,ne_vogelbuurt_zuid,ne_vogeltjeswei,ne_vondelparkbuurt_midden,ne_vondelparkbuurt_oost,ne_vondelparkbuurt_west,ne_vu-kwartier,ne_walvisbuurt,ne_waterloopleinbuurt,ne_weesperbuurt,ne_weespertrekvaart,ne_weesperzijde_midden/zuid,ne_werengouw_midden,ne_werengouw_noord,ne_werengouw_zuid,ne_westelijke_eilanden,ne_westerdokseiland,ne_westerstaatsman,ne_westlandgrachtbuurt,ne_weteringbuurt,ne_wg-terrein,ne_wielingenbuurt,ne_wildeman,ne_willemsparkbuurt_noord,ne_willibrordusbuurt,ne_wittenburg,ne_zaagpoortbuurt,ne_zeeburgerdijk_oost,ne_zeeheldenbuurt,ne_zorgvlied,ne_zuidas_zuid,ne_zuiderkerkbuurt,ne_zuidoostkwadrant_indische_buurt,ne_zuidwestkwadrant_indische_buurt,ne_zuidwestkwadrant_osdorp_noord,ne_zuidwestkwadrant_osdorp_zuid,ne_zunderdorp
0,"Buiksloterbreek 41, 1034 XC, Amsterdam",475000,5220,5,0,0.0,0,1994,51,379,2,0,1,1,0,0,0,0,1,0,0,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Arènpalmstraat 16, 1104 DB, Amsterdam",425000,3400,14,0,0.0,0,2008,98,429,3,0,1,1,0,0,0,0,1,0,0,0,1,1,6,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"Brigantijnkade 46, 1086 VB, Amsterdam",625000,4340,13,14,0.0,0,2009,133,519,3,0,1,1,1,0,0,0,1,0,0,0,2,0,5,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"Bosplaat 25, 1025 AR, Amsterdam",700000,5833,12,0,0.0,0,1973,160,273,2,0,1,1,1,0,0,0,1,0,0,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"Ben van Meerendonkstraat 156, 1087 LN, Amsterdam",779000,4839,13,43,0.0,0,2010,142,580,3,0,1,0,1,0,0,0,1,0,0,0,2,1,5,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"Amelandstraat 6, 1025 RK, Amsterdam",400000,4819,14,0,0.0,0,1931,83,295,3,0,1,0,1,0,0,0,1,0,0,0,1,1,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"Haringvlietstraat 53, 1078 KA, Amsterdam",2130000,8987,17,0,0.0,0,1928,143,876,4,0,1,1,0,0,0,0,1,0,0,0,2,3,9,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"Sloterweg 745, 1066 CA, Amsterdam",2100000,5198,14,0,0.0,0,1936,515,583,4,0,1,1,1,1,0,0,1,0,0,0,2,1,12,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,"Twellostraat 15, 1107 PG, Amsterdam",425000,3484,12,0,0.0,0,1984,120,410,3,0,1,0,1,0,0,0,1,0,0,0,2,1,6,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
